id_cliente,regiao,plano,valor_mensalidade,entrou_em_contato_manutencao,id_manutencao,data_ligacao,motivo_contato,churn,data_cancelamento,dias_ate_cancelamento
CLI-1254,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 13:40:44,Perda de Pacotes / Oscilação,0,,
CLI-1255,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1256,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1257,Zona Sul - RJ,Fibra 400 Mega,129.9,1,MNT-2026-005,2026-02-18 04:08:35,Perda de Pacotes / Oscilação,1,2026-03-13,23.0
CLI-1258,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1259,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1260,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1261,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1262,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 14:44:45,Sem Conexão / Queda Geral,0,,
CLI-1263,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 05:43:58,Lentidão Extrema,0,,
CLI-1264,Centro - BH,Fibra 200 Mega,99.9,1,MNT-2026-004,2026-02-10 16:35:36,Perda de Pacotes / Oscilação,0,,
CLI-1265,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1266,Zona Sul - RJ,Fibra 400 Mega,129.9,1,MNT-2026-005,2026-02-18 03:22:28,Perda de Pacotes / Oscilação,1,2026-03-16,26.0
CLI-1267,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1268,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1269,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1270,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1271,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1272,Centro - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1273,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1274,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1275,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 02:29:57,Lentidão Extrema,1,2026-01-23,7.0
CLI-1276,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1277,Centro - RJ,Fibra 1 Giga,199.9,1,MNT-2026-002,2026-01-16 00:32:43,Perda de Pacotes / Oscilação,0,,
CLI-1278,Zona Sul - RJ,Fibra 200 Mega,99.9,1,MNT-2026-005,2026-02-18 01:02:46,Perda de Pacotes / Oscilação,0,,
CLI-1279,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1280,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1281,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1282,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1283,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1284,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 00:01:01,Lentidão Extrema,0,,
CLI-1285,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 14:43:04,Lentidão Extrema,0,,
CLI-1286,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 14:00:35,Lentidão Extrema,0,,
CLI-1287,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1288,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1289,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1290,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1291,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1292,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1293,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 14:21:59,Perda de Pacotes / Oscilação,0,,
CLI-1294,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1295,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 01:17:05,Sem Conexão / Queda Geral,1,2026-02-08,23.0
CLI-1296,Barra - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1297,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1298,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1299,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1300,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1301,Centro - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1302,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1303,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 22:28:03,Lentidão Extrema,0,,
CLI-1304,Zona Sul - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1305,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1306,Centro - RJ,Fibra 600 Mega,159.9,1,MNT-2026-002,2026-01-16 03:43:45,Perda de Pacotes / Oscilação,1,2026-01-21,5.0
CLI-1307,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1308,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1309,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1310,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 14:04:46,Lentidão Extrema,0,,
CLI-1311,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1312,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1313,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1314,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1315,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1316,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1317,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1318,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 11:50:29,Lentidão Extrema,0,,
CLI-1319,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1320,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-15 22:40:59,Sem Conexão / Queda Geral,1,2026-01-30,15.0
CLI-1321,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1322,Zona Sul - RJ,Fibra 600 Mega,159.9,1,MNT-2026-005,2026-02-18 02:18:40,Perda de Pacotes / Oscilação,1,2026-03-18,28.0
CLI-1323,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1324,Savassi - BH,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1325,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1326,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1327,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1328,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1329,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1330,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1331,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1332,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 13:15:14,Lentidão Extrema,1,2026-02-02,23.0
CLI-1333,Zona Sul - SP,Fibra 1 Giga,199.9,1,MNT-2026-001,2026-01-10 15:19:38,Lentidão Extrema,0,,
CLI-1334,Zona Sul - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1335,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 15:51:53,Perda de Pacotes / Oscilação,1,2026-01-19,9.0
CLI-1336,Centro - BH,Fibra 200 Mega,99.9,1,MNT-2026-004,2026-02-10 14:10:02,Perda de Pacotes / Oscilação,0,,
CLI-1337,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1338,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1339,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 08:43:56,Sem Conexão / Queda Geral,0,,
CLI-1340,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1341,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 14:19:40,Lentidão Extrema,0,,
CLI-1342,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1343,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 12:02:01,Lentidão Extrema,0,,
CLI-1344,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1345,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1346,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1347,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1348,Zona Leste - SP,Fibra 1 Giga,199.9,1,MNT-2026-003,2026-02-01 11:56:33,Sem Conexão / Queda Geral,0,,
CLI-1349,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 02:41:02,Sem Conexão / Queda Geral,0,,
CLI-1350,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1351,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 16:35:09,Perda de Pacotes / Oscilação,0,,
CLI-1352,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1353,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 17:59:53,Sem Conexão / Queda Geral,0,,
CLI-1354,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 16:49:26,Sem Conexão / Queda Geral,1,2026-01-31,21.0
CLI-1355,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1356,Zona Sul - SP,Fibra 1 Giga,199.9,1,MNT-2026-001,2026-01-10 08:14:56,Perda de Pacotes / Oscilação,0,,
CLI-1357,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 05:39:31,Sem Conexão / Queda Geral,0,,
CLI-1358,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1359,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1360,Zona Leste - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1361,Centro - RJ,Fibra 200 Mega,99.9,1,MNT-2026-002,2026-01-16 05:35:52,Lentidão Extrema,0,,
CLI-1362,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 14:01:03,Sem Conexão / Queda Geral,0,,
CLI-1363,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1364,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1365,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1366,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1367,Centro - BH,Fibra 1 Giga,199.9,1,MNT-2026-004,2026-02-10 19:14:35,Lentidão Extrema,0,,
CLI-1368,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 13:26:06,Perda de Pacotes / Oscilação,0,,
CLI-1369,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1370,Zona Sul - SP,Fibra 1 Giga,199.9,1,MNT-2026-001,2026-01-10 16:49:01,Lentidão Extrema,1,2026-02-04,25.0
CLI-1371,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1372,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 11:26:03,Perda de Pacotes / Oscilação,1,2026-01-23,13.0
CLI-1373,Zona Sul - RJ,Fibra 400 Mega,129.9,1,MNT-2026-005,2026-02-18 04:31:46,Lentidão Extrema,1,2026-03-14,24.0
CLI-1374,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1375,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1376,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1377,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1378,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1379,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1380,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 14:02:37,Sem Conexão / Queda Geral,0,,
CLI-1381,Zona Sul - RJ,Fibra 400 Mega,129.9,1,MNT-2026-005,2026-02-18 03:23:37,Lentidão Extrema,1,2026-02-23,5.0
CLI-1382,Centro - RJ,Fibra 1 Giga,199.9,1,MNT-2026-002,2026-01-16 03:57:35,Sem Conexão / Queda Geral,1,2026-02-11,26.0
CLI-1383,Centro - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1384,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1385,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1386,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1387,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1388,Barra - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1389,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1390,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1391,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,1,2026-02-20,
CLI-1392,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 11:36:56,Sem Conexão / Queda Geral,0,,
CLI-1393,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1394,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1395,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1396,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1397,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1398,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1399,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1400,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 14:49:25,Lentidão Extrema,1,2026-01-27,17.0
CLI-1401,Centro - BH,Fibra 200 Mega,99.9,1,MNT-2026-004,2026-02-10 13:16:40,Sem Conexão / Queda Geral,1,2026-03-02,20.0
CLI-1402,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1403,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1404,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1405,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 18:23:41,Perda de Pacotes / Oscilação,1,2026-02-19,9.0
CLI-1406,Zona Leste - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1407,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1408,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1409,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1410,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1411,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1412,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1413,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1414,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1415,Zona Leste - SP,Fibra 1 Giga,199.9,1,MNT-2026-003,2026-02-01 12:28:16,Perda de Pacotes / Oscilação,0,,
CLI-1416,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1417,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1418,Zona Sul - RJ,Fibra 400 Mega,129.9,1,MNT-2026-005,2026-02-18 04:46:39,Perda de Pacotes / Oscilação,0,,
CLI-1419,Barra - RJ,Fibra 1 Giga,199.9,0,N/A,,N/A,1,2026-02-21,
CLI-1420,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1421,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1422,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1423,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1424,Zona Sul - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1425,Centro - RJ,Fibra 1 Giga,199.9,1,MNT-2026-002,2026-01-16 00:16:52,Perda de Pacotes / Oscilação,0,,
CLI-1426,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1427,Centro - BH,Fibra 1 Giga,199.9,1,MNT-2026-004,2026-02-10 11:46:07,Perda de Pacotes / Oscilação,0,,
CLI-1428,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 13:00:44,Sem Conexão / Queda Geral,0,,
CLI-1429,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1430,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 15:33:50,Sem Conexão / Queda Geral,1,2026-02-05,26.0
CLI-1431,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1432,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1433,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1434,Zona Sul - SP,Fibra 200 Mega,99.9,1,MNT-2026-001,2026-01-10 16:46:18,Lentidão Extrema,0,,
CLI-1435,Zona Sul - RJ,Fibra 200 Mega,99.9,1,MNT-2026-005,2026-02-18 01:31:26,Lentidão Extrema,0,,
CLI-1436,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 12:06:25,Perda de Pacotes / Oscilação,0,,
CLI-1437,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1438,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1439,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 15:10:58,Sem Conexão / Queda Geral,1,2026-01-14,4.0
CLI-1440,Zona Sul - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1441,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1442,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1443,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1444,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1445,Savassi - BH,Fibra 200 Mega,99.9,0,N/A,,N/A,1,2026-01-20,
CLI-1446,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1447,Barra - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1448,Zona Leste - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1449,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1450,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1451,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 22:24:45,Sem Conexão / Queda Geral,1,2026-01-31,16.0
CLI-1452,Zona Leste - SP,Fibra 600 Mega,159.9,1,MNT-2026-003,2026-02-01 11:08:13,Perda de Pacotes / Oscilação,1,2026-02-16,15.0
CLI-1453,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 19:50:02,Lentidão Extrema,0,,
CLI-1454,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1455,Zona Leste - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1456,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1457,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 12:22:21,Sem Conexão / Queda Geral,0,,
CLI-1458,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1459,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 14:41:13,Perda de Pacotes / Oscilação,0,,
CLI-1460,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1461,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 23:06:42,Lentidão Extrema,1,2026-01-22,7.0
CLI-1462,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1463,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-16 05:09:41,Lentidão Extrema,1,2026-01-21,5.0
CLI-1464,Savassi - BH,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1465,Zona Leste - SP,Fibra 200 Mega,99.9,1,MNT-2026-003,2026-02-01 14:02:40,Sem Conexão / Queda Geral,0,,
CLI-1466,Zona Norte - SP,Fibra 1 Giga,199.9,0,N/A,,N/A,0,,
CLI-1467,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 12:41:10,Perda de Pacotes / Oscilação,1,2026-03-10,28.0
CLI-1468,Zona Norte - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1469,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1470,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1471,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1472,Zona Sul - SP,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1473,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 14:19:53,Perda de Pacotes / Oscilação,1,2026-02-16,6.0
CLI-1474,Centro - RJ,Fibra 400 Mega,129.9,1,MNT-2026-002,2026-01-15 23:09:13,Perda de Pacotes / Oscilação,0,,
CLI-1475,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1476,Zona Sul - SP,Fibra 600 Mega,159.9,1,MNT-2026-001,2026-01-10 16:09:38,Lentidão Extrema,0,,
CLI-1477,Centro - RJ,Fibra 600 Mega,159.9,1,MNT-2026-002,2026-01-16 02:35:09,Sem Conexão / Queda Geral,0,,
CLI-1478,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1479,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1480,Centro - RJ,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1481,Zona Sul - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1482,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1483,Centro - RJ,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1484,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1485,Centro - BH,Fibra 400 Mega,129.9,1,MNT-2026-004,2026-02-10 12:42:01,Sem Conexão / Queda Geral,1,2026-03-02,20.0
CLI-1486,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1487,Zona Norte - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1488,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1489,Centro - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1490,Zona Leste - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1491,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1492,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1493,Zona Sul - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1494,Zona Leste - SP,Fibra 400 Mega,129.9,1,MNT-2026-003,2026-02-01 13:06:36,Sem Conexão / Queda Geral,0,,
CLI-1495,Zona Leste - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1496,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1497,Zona Sul - SP,Fibra 400 Mega,129.9,1,MNT-2026-001,2026-01-10 12:38:24,Lentidão Extrema,0,,
CLI-1498,Savassi - BH,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1499,Savassi - BH,Fibra 600 Mega,159.9,0,N/A,,N/A,0,,
CLI-1500,Zona Sul - RJ,Fibra 400 Mega,129.9,1,MNT-2026-005,2026-02-18 01:23:18,Sem Conexão / Queda Geral,0,,
CLI-1501,Centro - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1502,Zona Norte - SP,Fibra 200 Mega,99.9,0,N/A,,N/A,0,,
CLI-1503,Barra - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1504,Zona Sul - RJ,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
CLI-1505,Zona Sul - SP,Fibra 400 Mega,129.9,0,N/A,,N/A,0,,
